,mseed,best_predicted_class,all_predicted_classes,prob_r_mean,prob_r_std,prob_e_mean,prob_e_std,prob_l_mean,prob_l_std,prob_h_mean,prob_h_std,prob_t_mean,prob_t_std,count,MVO_subclass,GT_subclass
0,/home/thompsong/DATA/MVO/miniseed_c/MVOE_/1997/04/9704-15-0658-30S.MVO_18_1.mseed,h,['h'],0.008,0.023,0.011,0.029,0.118,0.134,0.792,0.135,0.077,0.136,34,['h'],['h']
1,/home/thompsong/DATA/MVO/miniseed_c/MVOE_/1996/10/9610-26-0835-57S.MVO_21_2.mseed,h,['h'],0.027,0.076,0.041,0.081,0.16,0.128,0.761,0.129,0.032,0.093,34,['h'],['h']
2,/home/thompsong/DATA/MVO/miniseed_c/MVOE_/1997/04/9704-02-2344-43S.MVO_18_1.mseed,e,['e' 'r'],0.483,0.409,0.772,0.128,0.076,0.113,0.039,0.072,0.016,0.055,34,['e'],['e' 'r']
3,/home/thompsong/DATA/MVO/miniseed_c/MVOE_/1996/10/9610-25-1044-51S.MVO_21_1.mseed,h,['h'],0.047,0.103,0.038,0.097,0.053,0.096,0.82,0.144,0.062,0.12,34,['h'],['h']
4,/home/thompsong/DATA/MVO/miniseed_c/MVOE_/1996/10/9610-25-0720-42S.MVO_21_1.mseed,h,['h'],0.024,0.069,0.01,0.026,0.066,0.099,0.886,0.113,0.019,0.03,34,['h'],['h']
5,/home/thompsong/DATA/MVO/miniseed_c/MVOE_/1996/10/9610-30-0818-01S.MVO_21_1.mseed,r,['r'],0.819,0.153,0.179,0.121,0.052,0.077,0.033,0.09,0.006,0.014,34,['r'],['r']
6,/home/thompsong/DATA/MVO/miniseed_c/MVOE_/2001/08/2001-08-06-0435-32S.MVO___018.mseed,l,['l'],0.058,0.094,0.018,0.018,0.813,0.109,0.072,0.087,0.048,0.102,10,['r'],['l']
7,/home/thompsong/DATA/MVO/miniseed_c/MVOE_/1997/04/9704-05-0302-25S.MVO_18_1.mseed,t,['t'],0.027,0.071,0.02,0.063,0.058,0.103,0.142,0.132,0.763,0.14,34,['t'],['t']
8,/home/thompsong/DATA/MVO/miniseed_c/MVOE_/1997/04/9704-20-2347-28S.MVO_18_1.mseed,l,['l'],0.054,0.113,0.038,0.094,0.789,0.145,0.127,0.123,0.012,0.026,34,['l'],['l']
9,/home/thompsong/DATA/MVO/miniseed_c/MVOE_/1998/04/9804-01-0951-19S.MVO_18_1.mseed,t,['t'],0.0,0.0,0.01,,0.0,0.0,0.255,0.049,0.74,0.057,2,['h'],['t']
10,/home/thompsong/DATA/MVO/miniseed_c/MVOE_/2001/08/2001-08-08-1344-24S.MVO___018.mseed,r,['r'],0.79,0.178,0.068,0.05,0.05,0.106,0.064,0.09,0.062,0.135,10,['e'],['r']
11,/home/thompsong/DATA/MVO/miniseed_c/MVOE_/1997/04/9704-11-1840-27S.MVO_18_1.mseed,e,['e' 'r'],0.507,0.413,0.762,0.131,0.027,0.058,0.073,0.102,0.012,0.025,32,['e'],['e' 'r']
12,/home/thompsong/DATA/MVO/miniseed_c/MVOE_/1997/04/9704-07-1500-39S.MVO_18_1.mseed,r,['r'],0.896,0.136,0.175,0.146,0.013,0.037,0.003,0.006,0.0,0.0,34,['e'],['r']
13,/home/thompsong/DATA/MVO/miniseed_c/MVOE_/1998/04/9804-21-1939-01S.MVO_13_1.mseed,t,['t'],0.006,0.016,0.0,0.0,0.027,0.072,0.149,0.135,0.818,0.154,16,['t'],['t']
14,/home/thompsong/DATA/MVO/miniseed_c/MVOE_/1997/04/9704-03-2110-25S.MVO_18_1.mseed,t,['t'],0.012,0.045,0.018,0.061,0.061,0.099,0.087,0.114,0.83,0.135,34,['t'],['t']
15,/home/thompsong/DATA/MVO/miniseed_c/MVOE_/1997/04/9704-02-1756-27S.MVO_18_1.mseed,l,['l'],0.059,0.122,0.019,0.044,0.772,0.143,0.13,0.149,0.029,0.058,34,['l'],['l']
16,/home/thompsong/DATA/MVO/miniseed_c/MVOE_/1997/04/9704-08-1740-24S.MVO_18_1.mseed,l,['l'],0.02,0.049,0.021,0.053,0.784,0.094,0.118,0.113,0.069,0.085,34,['l'],['l']
17,/home/thompsong/DATA/MVO/miniseed_c/MVOE_/1997/04/9704-11-0841-16S.MVO_18_1.mseed,e,['e' 'r'],0.567,0.408,0.774,0.11,0.026,0.065,0.02,0.051,0.0,0.0,34,['e'],['e' 'r']
18,/home/thompsong/DATA/MVO/miniseed_c/MVOE_/1997/04/9704-01-1229-06S.MVO_18_1.mseed,e,['e' 'r'],0.547,0.45,0.855,0.152,0.023,0.07,0.002,0.008,0.0,0.0,34,['e'],['e' 'r']
19,/home/thompsong/DATA/MVO/miniseed_c/MVOE_/1997/04/9704-20-2213-51S.MVO_18_1.mseed,l,['l'],0.082,0.116,0.037,0.071,0.762,0.129,0.076,0.09,0.061,0.103,34,['l'],['l']
20,/home/thompsong/DATA/MVO/miniseed_c/MVOE_/2000/11/2000-11-21-2353-27S.MVO___019.mseed,e,['r' 'e'],0.511,0.444,0.852,0.147,0.016,0.034,0.046,0.109,0.001,0.003,16,['r'],['r' 'e']
21,/home/thompsong/DATA/MVO/miniseed_c/MVOE_/1997/04/9704-02-2308-37S.MVO_18_1.mseed,t,['t'],0.001,0.004,0.001,0.005,0.047,0.099,0.072,0.096,0.879,0.134,34,['t'],['t']
22,/home/thompsong/DATA/MVO/miniseed_c/MVOE_/1997/04/9704-01-0431-51S.MVO_18_1.mseed,e,['e' 'r'],0.527,0.43,0.822,0.137,0.025,0.078,0.007,0.029,0.029,0.085,34,['e'],['e' 'r']
23,/home/thompsong/DATA/MVO/miniseed_c/MVOE_/1997/04/9704-01-0424-38S.MVO_18_1.mseed,e,['e' 'r'],0.553,0.424,0.812,0.126,0.016,0.059,0.022,0.063,0.002,0.01,34,['e'],['e' 'r']
24,/home/thompsong/DATA/MVO/miniseed_c/MVOE_/1997/04/9704-01-0755-34S.MVO_18_1.mseed,l,['l'],0.033,0.067,0.025,0.071,0.794,0.123,0.096,0.102,0.065,0.101,34,['l'],['l']
25,/home/thompsong/DATA/MVO/miniseed_c/MVOE_/1997/04/9704-03-0404-29S.MVO_18_1.mseed,l,['l'],0.079,0.115,0.056,0.117,0.752,0.125,0.104,0.132,0.038,0.09,34,['l'],['l']
26,/home/thompsong/DATA/MVO/miniseed_c/MVOE_/2000/03/2000-03-28-2300-29S.MVO___019.mseed,h,['h'],0.046,0.085,0.014,0.021,0.083,0.111,0.735,0.154,0.129,0.164,14,['h'],['h']
27,/home/thompsong/DATA/MVO/miniseed_c/MVOE_/1998/04/9804-13-1131-17S.MVO_18_1.mseed,t,['t'],0.0,0.0,0.0,0.0,0.026,0.044,0.118,0.118,0.856,0.108,10,['t'],['t']
28,/home/thompsong/DATA/MVO/miniseed_c/MVOE_/1998/10/9810-18-1514-56S.MVO_13_1.mseed,t,['t'],0.001,0.005,0.002,0.007,0.0,0.0,0.097,0.114,0.901,0.117,16,['t'],['t']
29,/home/thompsong/DATA/MVO/miniseed_c/MVOE_/1997/04/9704-18-2035-46S.MVO_18_1.mseed,l,['l'],0.087,0.122,0.033,0.054,0.735,0.134,0.149,0.124,0.012,0.023,28,['l'],['l']
30,/home/thompsong/DATA/MVO/miniseed_c/MVOE_/1997/04/9704-25-1616-40S.MVO_18_1.mseed,e,['e' 'r'],0.554,0.453,0.875,0.122,0.006,0.02,0.003,0.013,0.0,0.0,30,['e'],['e' 'r']
31,/home/thompsong/DATA/MVO/miniseed_c/MVOE_/1996/10/9610-25-0745-27S.MVO_21_1.mseed,h,['h'],0.074,0.116,0.049,0.083,0.111,0.124,0.748,0.121,0.042,0.09,34,['h'],['h']
32,/home/thompsong/DATA/MVO/miniseed_c/MVOE_/1997/04/9704-03-1429-12S.MVO_18_1.mseed,t,['t'],0.034,0.084,0.017,0.061,0.014,0.026,0.108,0.119,0.836,0.141,28,['t'],['t']
33,/home/thompsong/DATA/MVO/miniseed_c/MVOE_/1996/10/9610-25-0851-01S.MVO_21_1.mseed,h,['h'],0.017,0.045,0.015,0.058,0.106,0.133,0.801,0.128,0.068,0.109,34,['h'],['h']
34,/home/thompsong/DATA/MVO/miniseed_c/MVOE_/1997/04/9704-19-0135-19S.MVO_18_1.mseed,e,['e' 'r'],0.471,0.423,0.795,0.145,0.076,0.09,0.049,0.083,0.006,0.025,34,['e'],['e' 'r']
35,/home/thompsong/DATA/MVO/miniseed_c/MVOE_/1997/04/9704-02-2335-13S.MVO_18_1.mseed,t,['t'],0.005,0.026,0.009,0.039,0.046,0.083,0.099,0.103,0.845,0.131,34,['t'],['t']
36,/home/thompsong/DATA/MVO/miniseed_c/MVOE_/1996/10/9610-26-1647-36S.MVO_21_1.mseed,r,['r'],0.856,0.154,0.155,0.147,0.021,0.034,0.045,0.099,0.0,0.0,34,['r'],['r']
37,/home/thompsong/DATA/MVO/miniseed_c/MVOE_/1996/10/9610-28-1123-38S.MVO_21_1.mseed,r,['r'],0.822,0.151,0.101,0.131,0.061,0.1,0.039,0.091,0.027,0.082,34,['r'],['r']
38,/home/thompsong/DATA/MVO/miniseed_c/MVOE_/1998/10/9810-10-1220-32S.MVO_13_1.mseed,t,['t'],0.0,0.0,0.0,0.0,0.001,0.003,0.077,0.105,0.922,0.104,10,['t'],['t']
39,/home/thompsong/DATA/MVO/miniseed_c/MVOE_/1997/04/9704-01-0929-28S.MVO_18_1.mseed,e,['e' 'r'],0.451,0.405,0.739,0.133,0.065,0.097,0.087,0.117,0.027,0.073,34,['e'],['e' 'r']
40,/home/thompsong/DATA/MVO/miniseed_c/MVOE_/1997/04/9704-08-0142-38S.MVO_18_1.mseed,e,['e' 'r'],0.581,0.418,0.794,0.153,0.016,0.03,0.003,0.009,0.003,0.01,34,['e'],['e' 'r']
41,/home/thompsong/DATA/MVO/miniseed_c/MVOE_/1997/04/9704-01-1839-12S.MVO_18_1.mseed,l,['l'],0.106,0.153,0.051,0.083,0.711,0.126,0.116,0.156,0.041,0.077,34,['l'],['l']
42,/home/thompsong/DATA/MVO/miniseed_c/MVOE_/2001/03/2001-03-07-1039-00S.MVO___019.mseed,r,['r'],0.816,0.144,0.058,0.112,0.051,0.097,0.046,0.08,0.059,0.107,16,['r'],['r']
43,/home/thompsong/DATA/MVO/miniseed_c/MVOE_/1996/10/9610-24-0641-25S.MVO_21_1.mseed,h,['h'],0.027,0.062,0.024,0.073,0.06,0.091,0.887,0.104,0.015,0.03,34,['h'],['h']
44,/home/thompsong/DATA/MVO/miniseed_c/MVOE_/1996/10/9610-30-0439-42S.MVO_21_1.mseed,r,['r'],0.847,0.132,0.129,0.14,0.05,0.062,0.024,0.059,0.015,0.051,34,['r'],['r']
45,/home/thompsong/DATA/MVO/miniseed_c/MVOE_/1997/04/9704-04-0135-05S.MVO_18_1.mseed,h,['h'],0.033,0.07,0.051,0.104,0.114,0.111,0.798,0.118,0.03,0.06,32,['h'],['h']
46,/home/thompsong/DATA/MVO/miniseed_c/MVOE_/1997/04/9704-04-0018-14S.MVO_18_1.mseed,t,['t'],0.044,0.098,0.041,0.077,0.078,0.102,0.14,0.125,0.717,0.131,34,['t'],['t']
47,/home/thompsong/DATA/MVO/miniseed_c/MVOE_/2000/02/2000-02-28-0834-56S.MVO___019.mseed,h,['h'],0.059,0.091,0.066,0.07,0.143,0.118,0.731,0.086,0.034,0.078,16,['h'],['h']
48,/home/thompsong/DATA/MVO/miniseed_c/MVOE_/1996/10/9610-25-0615-22S.MVO_21_1.mseed,h,['h'],0.032,0.065,0.035,0.074,0.067,0.092,0.854,0.135,0.031,0.071,34,['h'],['h']
49,/home/thompsong/DATA/MVO/miniseed_c/MVOE_/1997/04/9704-05-0552-00S.MVO_18_1.mseed,t,['t'],0.008,0.02,0.012,0.029,0.056,0.092,0.153,0.123,0.778,0.139,32,['t'],['t']
50,/home/thompsong/DATA/MVO/miniseed_c/MVOE_/1998/10/9810-31-1328-35S.MVO_13_1.mseed,t,['t'],0.0,0.0,0.0,0.0,0.001,0.005,0.109,0.148,0.889,0.15,16,['t'],['t']
51,/home/thompsong/DATA/MVO/miniseed_c/MVOE_/2001/08/2001-08-06-0709-47S.MVO___018.mseed,l,['l'],0.047,0.074,0.054,0.09,0.803,0.1,0.116,0.089,0.007,0.016,10,['l'],['l']
52,/home/thompsong/DATA/MVO/miniseed_c/MVOE_/1997/04/9704-01-0229-59S.MVO_18_1.mseed,e,['e' 'r'],0.56,0.436,0.835,0.124,0.021,0.082,0.001,0.006,0.0,0.0,34,['e'],['e' 'r']
53,/home/thompsong/DATA/MVO/miniseed_c/MVOE_/1998/04/9804-25-1304-30S.MVO_13_1.mseed,t,['t'],0.001,0.005,0.006,0.018,0.003,0.009,0.107,0.116,0.886,0.122,16,['t'],['t']
54,/home/thompsong/DATA/MVO/miniseed_c/MVOE_/1996/10/9610-26-1240-43S.MVO_21_2.mseed,h,['h'],0.051,0.094,0.039,0.084,0.065,0.103,0.836,0.14,0.029,0.073,34,['h'],['h']
55,/home/thompsong/DATA/MVO/miniseed_c/MVOE_/1997/04/9704-11-1847-51S.MVO_18_1.mseed,r,['r'],0.86,0.154,0.198,0.137,0.034,0.082,0.005,0.02,0.002,0.007,32,['e'],['r']
56,/home/thompsong/DATA/MVO/miniseed_c/MVOE_/2001/11/2001-11-23-0524-25S.MVO___015.mseed,l,['l'],0.085,0.112,0.074,0.093,0.808,0.089,0.018,0.021,0.053,0.073,16,['l'],['l']
57,/home/thompsong/DATA/MVO/miniseed_c/MVOE_/1997/04/9704-02-2303-59S.MVO_18_1.mseed,e,['e' 'r'],0.497,0.416,0.769,0.138,0.041,0.088,0.074,0.116,0.003,0.009,34,['e'],['e' 'r']
58,/home/thompsong/DATA/MVO/miniseed_c/MVOE_/2001/11/2001-11-20-0310-36S.MVO___015.mseed,e,['r' 'e'],0.363,0.375,0.714,0.125,0.162,0.142,0.042,0.048,0.076,0.122,16,['e'],['r' 'e']
59,/home/thompsong/DATA/MVO/miniseed_c/MVOE_/1998/10/9810-18-1500-36S.MVO_13_1.mseed,h,['h'],0.059,0.099,0.0,0.0,0.038,0.085,0.712,0.087,0.19,0.158,16,['t'],['h']
60,/home/thompsong/DATA/MVO/miniseed_c/MVOE_/1997/04/9704-08-1959-27S.MVO_18_1.mseed,e,['e' 'r'],0.559,0.433,0.828,0.133,0.012,0.033,0.015,0.057,0.0,0.002,34,['e'],['e' 'r']
61,/home/thompsong/DATA/MVO/miniseed_c/MVOE_/1997/04/9704-01-0029-33S.MVO_18_1.mseed,l,['l'],0.101,0.126,0.05,0.092,0.736,0.146,0.116,0.118,0.021,0.041,34,['l'],['l']
62,/home/thompsong/DATA/MVO/miniseed_c/MVOE_/1997/04/9704-05-1114-46S.MVO_18_1.mseed,e,['e' 'r'],0.407,0.39,0.727,0.134,0.105,0.134,0.048,0.108,0.077,0.138,34,['e'],['e' 'r']
63,/home/thompsong/DATA/MVO/miniseed_c/MVOE_/1998/04/9804-07-0606-44S.MVO_18_1.mseed,h,['h'],0.005,0.007,0.0,,0.005,0.007,0.88,0.028,0.11,0.014,2,['h'],['h']
64,/home/thompsong/DATA/MVO/miniseed_c/MVOE_/1997/04/9704-01-0910-48S.MVO_18_1.mseed,l,['l'],0.072,0.122,0.043,0.109,0.72,0.111,0.13,0.131,0.057,0.114,32,['l'],['l']
65,/home/thompsong/DATA/MVO/miniseed_c/MVOE_/1996/10/9610-25-0720-25S.MVO_21_2.mseed,h,['h'],0.026,0.077,0.014,0.043,0.059,0.094,0.881,0.123,0.026,0.079,34,['h'],['h']
66,/home/thompsong/DATA/MVO/miniseed_c/MVOE_/1996/10/9610-26-1150-30S.MVO_21_2.mseed,h,['h'],0.042,0.073,0.026,0.066,0.08,0.104,0.799,0.149,0.066,0.108,34,['h'],['h']
67,/home/thompsong/DATA/MVO/miniseed_c/MVOE_/2001/11/2001-11-22-0901-02S.MVO___015.mseed,l,['l'],0.021,0.039,0.019,0.032,0.79,0.153,0.172,0.137,0.007,0.015,16,['l'],['l']
68,/home/thompsong/DATA/MVO/miniseed_c/MVOE_/1997/04/9704-02-2221-05S.MVO_18_1.mseed,l,['l'],0.105,0.123,0.057,0.085,0.727,0.122,0.079,0.109,0.061,0.122,34,['l'],['l']
69,/home/thompsong/DATA/MVO/miniseed_c/MVOE_/1997/04/9704-05-0245-34S.MVO_18_1.mseed,t,['t'],0.003,0.009,0.0,0.0,0.052,0.1,0.096,0.108,0.85,0.123,34,['t'],['t']
70,/home/thompsong/DATA/MVO/miniseed_c/MVOE_/1997/04/9704-03-0058-31S.MVO_18_1.mseed,e,['e' 'r'],0.518,0.434,0.829,0.143,0.045,0.071,0.019,0.057,0.004,0.017,34,['e'],['e' 'r']
71,/home/thompsong/DATA/MVO/miniseed_c/MVOE_/1996/10/9610-25-0624-34S.MVO_21_1.mseed,h,['h'],0.017,0.057,0.012,0.028,0.057,0.084,0.808,0.151,0.112,0.124,34,['h'],['h']
72,/home/thompsong/DATA/MVO/miniseed_c/MVOE_/1997/04/9704-02-2030-35S.MVO_18_1.mseed,r,['r'],0.877,0.14,0.193,0.125,0.023,0.068,0.003,0.013,0.0,0.0,34,['e'],['r']
73,/home/thompsong/DATA/MVO/miniseed_c/MVOE_/1998/04/9804-08-1252-12S.MVO_18_1.mseed,t,['t'],0.0,0.0,0.02,,0.045,0.007,0.055,0.021,0.89,0.042,2,['t'],['t']
74,/home/thompsong/DATA/MVO/miniseed_c/MVOE_/2001/09/2001-09-27-0347-33S.MVO___014.mseed,r,['r'],0.794,0.154,0.096,0.116,0.083,0.109,0.045,0.062,0.029,0.078,16,['r'],['r']
75,/home/thompsong/DATA/MVO/miniseed_c/MVOE_/1997/04/9704-04-0130-03S.MVO_18_1.mseed,h,['h'],0.019,0.061,0.016,0.062,0.097,0.135,0.822,0.15,0.054,0.098,32,['h'],['h']
76,/home/thompsong/DATA/MVO/miniseed_c/MVOE_/2001/08/2001-08-01-0145-28S.MVO___018.mseed,l,['l'],0.008,0.018,0.012,0.016,0.666,0.105,0.245,0.11,0.075,0.037,10,['r'],['l']
77,/home/thompsong/DATA/MVO/miniseed_c/MVOE_/1997/04/9704-27-2234-06S.MVO_18_1.mseed,e,['e' 'r'],0.459,0.408,0.746,0.142,0.066,0.09,0.073,0.111,0.029,0.076,34,['e'],['e' 'r']
78,/home/thompsong/DATA/MVO/miniseed_c/MVOE_/1996/10/9610-24-1647-18S.MVO_21_1.mseed,r,['r'],0.679,0.106,0.032,0.085,0.096,0.127,0.124,0.147,0.085,0.141,34,['r'],['r']
79,/home/thompsong/DATA/MVO/miniseed_c/MVOE_/1996/10/9610-28-0423-16S.MVO_21_1.mseed,r,['r'],0.839,0.149,0.13,0.117,0.08,0.123,0.015,0.054,0.001,0.003,34,['r'],['r']
80,/home/thompsong/DATA/MVO/miniseed_c/MVOE_/1997/04/9704-01-1542-32S.MVO_18_1.mseed,l,['l'],0.064,0.103,0.011,0.027,0.798,0.16,0.104,0.147,0.029,0.07,34,['l'],['l']
81,/home/thompsong/DATA/MVO/miniseed_c/MVOE_/1997/04/9704-08-0825-23S.MVO_18_1.mseed,r,['r'],0.909,0.122,0.146,0.123,0.016,0.063,0.002,0.006,0.0,0.0,34,['e'],['r']
82,/home/thompsong/DATA/MVO/miniseed_c/MVOE_/1997/04/9704-03-0126-41S.MVO_18_1.mseed,l,['l'],0.087,0.112,0.051,0.08,0.742,0.142,0.086,0.119,0.059,0.101,34,['l'],['l']
83,/home/thompsong/DATA/MVO/miniseed_c/MVOE_/2001/08/2001-08-10-1048-51S.MVO___018.mseed,l,['l'],0.057,0.086,0.08,0.118,0.755,0.088,0.146,0.122,0.002,0.004,10,['l'],['l']
84,/home/thompsong/DATA/MVO/miniseed_c/MVOE_/1997/04/9704-01-1058-19S.MVO_18_1.mseed,l,['l'],0.039,0.099,0.088,0.138,0.775,0.15,0.111,0.13,0.03,0.074,34,['l'],['l']
85,/home/thompsong/DATA/MVO/miniseed_c/MVOE_/1997/04/9704-07-1352-44S.MVO_18_1.mseed,e,['e' 'r'],0.508,0.439,0.834,0.16,0.017,0.036,0.041,0.099,0.018,0.05,34,['e'],['e' 'r']
86,/home/thompsong/DATA/MVO/miniseed_c/MVOE_/1998/10/9810-10-0843-37S.MVO_13_1.mseed,l,['l'],0.175,0.135,0.012,0.022,0.789,0.136,0.03,0.039,0.0,0.0,10,['e'],['l']
87,/home/thompsong/DATA/MVO/miniseed_c/MVOE_/1996/10/9610-25-0615-05S.MVO_21_2.mseed,h,['h'],0.031,0.061,0.017,0.032,0.061,0.09,0.887,0.094,0.012,0.02,34,['h'],['h']
88,/home/thompsong/DATA/MVO/miniseed_c/MVOE_/2001/08/2001-08-07-0003-09S.MVO___018.mseed,l,['l'],0.065,0.097,0.024,0.043,0.81,0.097,0.059,0.051,0.054,0.114,10,['r'],['l']
89,/home/thompsong/DATA/MVO/miniseed_c/MVOE_/2001/11/2001-11-20-0126-55S.MVO___015.mseed,l,['l'],0.039,0.098,0.055,0.107,0.776,0.157,0.106,0.093,0.051,0.11,16,['l'],['l']
90,/home/thompsong/DATA/MVO/miniseed_c/MVOE_/2001/08/2001-08-01-1904-56S.MVO___018.mseed,h,['h'],0.017,0.038,0.024,0.03,0.255,0.096,0.709,0.089,0.007,0.013,10,['l'],['h']
91,/home/thompsong/DATA/MVO/miniseed_c/MVOE_/1997/04/9704-20-1821-35S.MVO_18_1.mseed,l,['l'],0.091,0.146,0.068,0.125,0.747,0.146,0.106,0.129,0.022,0.056,34,['l'],['l']
92,/home/thompsong/DATA/MVO/miniseed_c/MVOE_/1997/04/9704-02-1815-54S.MVO_18_1.mseed,e,['e' 'r'],0.452,0.393,0.742,0.126,0.078,0.117,0.097,0.136,0.001,0.004,32,['e'],['e' 'r']
93,/home/thompsong/DATA/MVO/miniseed_c/MVOE_/1998/04/9804-07-0540-24S.MVO_18_1.mseed,t,['t'],0.02,0.028,0.09,,0.02,0.014,0.08,0.0,0.835,0.021,2,['t'],['t']
94,/home/thompsong/DATA/MVO/miniseed_c/MVOE_/1996/10/9610-25-0833-14S.MVO_21_1.mseed,h,['h'],0.035,0.086,0.04,0.072,0.086,0.12,0.789,0.13,0.069,0.118,34,['h'],['h']
95,/home/thompsong/DATA/MVO/miniseed_c/MVOE_/1999/12/9912-12-1216-28S.MVO_19_1.mseed,t,['t'],0.039,0.091,0.011,0.025,0.014,0.038,0.115,0.113,0.827,0.114,16,['t'],['t']
96,/home/thompsong/DATA/MVO/miniseed_c/MVOE_/1997/04/9704-02-2307-00S.MVO_18_1.mseed,t,['t'],0.001,0.004,0.0,0.0,0.003,0.013,0.088,0.087,0.908,0.092,34,['t'],['t']
97,/home/thompsong/DATA/MVO/miniseed_c/MVOE_/2001/11/2001-11-24-0755-37S.MVO___015.mseed,e,['r' 'e'],0.454,0.384,0.674,0.095,0.122,0.146,0.024,0.022,0.064,0.123,14,['l'],['r' 'e']
98,/home/thompsong/DATA/MVO/miniseed_c/MVOE_/1998/04/9804-02-0808-15S.MVO_18_1.mseed,t,['t'],0.035,0.049,0.06,,0.065,0.021,0.11,0.028,0.76,0.0,2,['t'],['t']
99,/home/thompsong/DATA/MVO/miniseed_c/MVOE_/2002/04/2002-04-14-1317-20S.MVO___014.mseed,e,['r' 'e'],0.396,0.374,0.722,0.092,0.171,0.122,0.064,0.078,0.008,0.013,16,['l'],['r' 'e']
100,/home/thompsong/DATA/MVO/miniseed_c/MVOE_/2002/04/2002-04-17-2342-01S.MVO___014.mseed,l,['l'],0.041,0.084,0.051,0.1,0.809,0.118,0.078,0.068,0.046,0.119,16,['l'],['l']
101,/home/thompsong/DATA/MVO/miniseed_c/MVOE_/1999/12/9912-17-1543-41S.MVO_19_1.mseed,h,['h'],0.072,0.099,0.015,0.032,0.097,0.094,0.782,0.127,0.041,0.068,16,['r'],['h']
102,/home/thompsong/DATA/MVO/miniseed_c/MVOE_/1997/04/9704-27-1938-27S.MVO_18_1.mseed,e,['e' 'r'],0.53,0.415,0.782,0.147,0.031,0.063,0.046,0.098,0.001,0.006,34,['e'],['e' 'r']
103,/home/thompsong/DATA/MVO/miniseed_c/MVOE_/1996/10/9610-28-1815-34S.MVO_21_1.mseed,r,['r'],0.801,0.161,0.14,0.136,0.057,0.078,0.069,0.114,0.002,0.01,34,['r'],['r']
104,/home/thompsong/DATA/MVO/miniseed_c/MVOE_/1997/04/9704-03-2210-11S.MVO_18_1.mseed,t,['t'],0.026,0.073,0.007,0.027,0.04,0.083,0.076,0.09,0.855,0.142,32,['t'],['t']
105,/home/thompsong/DATA/MVO/miniseed_c/MVOE_/1998/04/9804-15-1349-48S.MVO_13_1.mseed,t,['t'],0.006,0.015,0.0,0.0,0.0,0.0,0.122,0.137,0.872,0.146,16,['t'],['t']
106,/home/thompsong/DATA/MVO/miniseed_c/MVOE_/1996/10/9610-24-0451-46S.MVO_21_1.mseed,h,['h'],0.042,0.089,0.019,0.053,0.111,0.132,0.766,0.139,0.071,0.126,34,['h'],['h']
107,/home/thompsong/DATA/MVO/miniseed_c/MVOE_/1997/04/9704-18-0059-02S.MVO_18_1.mseed,h,['h'],0.016,0.049,0.015,0.044,0.05,0.09,0.775,0.147,0.152,0.168,34,['h'],['h']
108,/home/thompsong/DATA/MVO/miniseed_c/MVOE_/1998/10/9810-12-0731-22S.MVO_13_1.mseed,r,['r'],0.729,0.134,0.085,0.115,0.087,0.083,0.106,0.116,0.036,0.073,16,['r'],['r']
109,/home/thompsong/DATA/MVO/miniseed_c/MVOE_/2000/11/2000-11-21-0159-35S.MVO___019.mseed,e,['r' 'e'],0.474,0.394,0.71,0.121,0.096,0.152,0.034,0.046,0.041,0.094,16,['e'],['r' 'e']
110,/home/thompsong/DATA/MVO/miniseed_c/MVOE_/1998/04/9804-19-2013-02S.MVO_13_1.mseed,t,['t'],0.039,0.086,0.01,0.028,0.011,0.026,0.104,0.126,0.84,0.148,16,['t'],['t']
111,/home/thompsong/DATA/MVO/miniseed_c/MVOE_/1997/04/9704-17-1054-45S.MVO_18_1.mseed,e,['e' 'r'],0.533,0.415,0.771,0.15,0.018,0.037,0.063,0.131,0.002,0.005,34,['e'],['e' 'r']
112,/home/thompsong/DATA/MVO/miniseed_c/MVOE_/1998/04/9804-02-0117-50S.MVO_18_1.mseed,h,['h'],0.0,0.0,0.03,,0.085,0.007,0.865,0.035,0.035,0.007,2,['h'],['h']
113,/home/thompsong/DATA/MVO/miniseed_c/MVOE_/1996/10/9610-26-0533-53S.MVO_21_1.mseed,r,['r'],0.859,0.143,0.096,0.126,0.032,0.062,0.044,0.099,0.016,0.056,34,['e'],['r']
114,/home/thompsong/DATA/MVO/miniseed_c/MVOE_/1997/04/9704-03-1934-25S.MVO_18_1.mseed,t,['t'],0.013,0.052,0.003,0.01,0.037,0.094,0.097,0.119,0.852,0.157,34,['t'],['t']
115,/home/thompsong/DATA/MVO/miniseed_c/MVOE_/1997/04/9704-01-0520-41S.MVO_18_1.mseed,h,['h'],0.041,0.105,0.046,0.103,0.097,0.102,0.801,0.133,0.038,0.067,34,['l'],['h']
116,/home/thompsong/DATA/MVO/miniseed_c/MVOE_/1998/04/9804-02-0857-03S.MVO_18_1.mseed,r,['r'],0.89,0.156,0.22,,0.0,0.0,0.0,0.0,0.0,0.0,2,['r'],['r']
117,/home/thompsong/DATA/MVO/miniseed_c/MVOE_/1997/04/9704-03-2132-22S.MVO_18_1.mseed,t,['t'],0.007,0.024,0.002,0.005,0.036,0.101,0.101,0.11,0.855,0.13,32,['t'],['t']
118,/home/thompsong/DATA/MVO/miniseed_c/MVOE_/1997/04/9704-28-1942-17S.MVO_18_1.mseed,l,['l'],0.047,0.097,0.048,0.102,0.755,0.132,0.098,0.109,0.077,0.128,34,['l'],['l']
